Date,City,Cafe_Name,Coffee_Name,Producer_Farm,Origin,Varietal,Process,Roast_Level,Brew_Method,Dose_g,Yield_g,Ratio,Water_Temp_C,Bloom,Grinder,Price_SGD,Official_Notes,Your_Verdict,Technical_Enrichment,Visit_Context,Source
2026-03-22,Singapore,Apartment (Selegie Rd),Colombia Don Gallego - Wush Wush,Don Gallego,Colombia,Wush Wush,Washed,Light,Pour-over (Flat-Bottom),Unknown,Unknown,1:17,Unknown,Unknown,Unknown,Unknown,Tea-like,Incredible tea-like clarity; transparent floral expression.,Lean 1:17 ratio maximized aromatic separation; Wush Wush's Ethiopian-lineage genetics produced delicate phenolic and floral complexity.,Solo specialty calibration,Merged (Gemini + ChatGPT)
2026-03-24,Singapore,Kyuukei Coffee,Kenya Ndiaini AA,Unknown,Kenya,SL28 / SL34 / Ruiru 11,Washed,Unknown,Pour-over,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9.00,Redcurrant; Elderflower; Lemon; Apricot,Acidic and interesting; well balanced; high clarity.,Ruiru 11 introduced structural body alongside classic SL28/SL34 brightness; further Kenyan terroir depth confirmed.,Solo specialty calibration,Merged (Gemini + ChatGPT)
2026-03-25,Singapore,Agora Coffee,Nicaragua Matagalpa - Finca La Virgen,Finca La Virgen,Nicaragua,Unknown,Fully Washed,Espresso Roast,Flat White,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Caramel; Chocolate; Red Apple,Solid milk beverage; clean apple acidity preserved in milk integration.,Fully washed Central American profile preserved clean malic acidity in milk; espresso roast development amplified caramel Maillard notes.,Solo specialty calibration,Merged (Gemini + ChatGPT)
2026-03-27,Singapore,Agora Coffee,Ethiopia Yirgacheffe Beloya,Beloya,"Yirgacheffe, Ethiopia",Heirloom,Natural,Filter Roast,V60,15,220,1:14.6,Unknown,Unknown,Mahlkönig EK43,Unknown,Blackcurrant; Strawberry; White Floral,"Bright, floral, and distinct strawberry; classic natural Ethiopian profile.",EK43 98mm flat burrs reduced fines and preserved clarity despite natural processing; 1:14.6 ratio retained fruity body.,Solo specialty calibration,Merged (Gemini + ChatGPT)
2026-03-28,Singapore,Tiong Hoe Specialty Coffee,Brazil Mogiana,Unknown,"Mogiana, Brazil",Unknown,Natural,Medium,Pour-over,15,225,1:15,Unknown,Unknown,Unknown,8.00,Red Dates; Chocolates; Honey,Chocolate-heavy and satisfying; classic dense Brazilian profile.,Tighter 1:15 ratio increased body and amplified Maillard-derived caramel sweetness; medium roast caramelized sugars without losing origin character.,Solo specialty calibration,Merged (Gemini + ChatGPT)
2026-03-28,Singapore,Tiong Hoe Specialty Coffee,Smoky Quartz Blend,Unknown,Brazil + India,Unknown,Unknown,Unknown,Piccolo Latte,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,5.10,Dark Chocolates; Hazelnut; Smoky,Strong milk side calibration; excellent concentrated cocoa expression.,Low milk volume in piccolo format concentrated cocoa and hazelnut compounds; cross-origin blend leveraged Indian robusta structural density.,Solo specialty calibration,ChatGPT only
2026-03-29,Singapore,Asylum Coffeehouse,Peru Cajamarca Gesha (Iced),Wilder Garcia,"Cajamarca, Peru",Gesha,Washed,Medium,Iced Pour-over,15,240,1:16,92.5,Unknown,Option-O Lagom P64,11.00,Jasmine; Caramel; Lime; Cacao Nibs,Super floral and elegant; flash-chilled expression of Gesha purity.,Flash-chilled extraction via Option-O Lagom P64 preserved volatile floral monoterpenes (linalool); cold dilution stabilized aromatic compounds.,Solo specialty calibration,ChatGPT only
2026-04-01,Singapore,Maxi Coffee Bar,La Laja,James Fernandez,"Cauca, Colombia",Sudan Rume,Washed,Light,Pour-over (Flat-Bottom),15,230,1:15.3,90-92,Unknown,FM Grinder 120mm Flat Burr / Timemore Sculptor 078,9.00,Raspberry; Nectarine; Floral,Nectarine and raspberry extremely clear; barista sophistication superb; technical milestone.,120mm flat burr geometry maximized uniform particle distribution; flat-bottom brewer enhanced sweetness while preserving Sudan Rume's rare genetic clarity.,CBD lunch calibration,Merged (Gemini + ChatGPT)
2026-04-01,Singapore,Lume Café,Corpachi Panama Geisha,Corpachi,"Boquerón, Chiriquí, Panama",Geisha,Red Honey,Filter Roast,V60,Unknown,Unknown,1:15,90 + 70,Unknown,Mahlkönig EK43,12.00,Mandarin Candy; Jasmine; Apricot,Clearly perceived apricot and structured sweetness.,Dual-temperature extraction balanced aromatics and body in honey-process Geisha; red honey partial mucilage retention amplified structured sweetness.,Rainy CBD lunch calibration,ChatGPT only
2026-04-05,Singapore,Asylum Coffeehouse,Castillo Watermelon (Jairo Arcila),Jairo Arcila,"Armenia, Quindío, Colombia",Castillo,Washed Co-Ferment (Watermelon Anaerobic),Unknown,Pour-over (V60),15,225,1:15,90 + 70,Unknown,Mahlkönig EK43,12.50,Watermelon; Mint; Lime; Chocolate,Distinct fruit-forward expression; sweetness layered rather than sharp; experimental but controlled.,Watermelon co-fermentation enhanced volatile ester complexity; dual-temperature extraction preserved layered aromatic architecture.,Father-daughter coffee session,Merged (Gemini + ChatGPT)
2026-04-05,Singapore,Asylum Coffeehouse,Peru Gesha (Wilder Garcia),Wilder Garcia,"Jaén, Peru",Gesha,Washed,Filter Roast,Pour-over (V60),15,225,1:15,90 + 70,Unknown,Mahlkönig EK43,12.50,Jasmine; Caramel; Lime; Cacao Nibs,"Clean, structured, high-clarity cup; apricot-like sweetness and excellent structure.",Dual-temperature extraction engineered aromatic separation and body control; Gesha genetics delivered intrinsic phenolic complexity with minimal processing interference.,Father-daughter coffee session,Merged (Gemini + ChatGPT)
2026-04-08,Singapore,Maxi Coffee Bar,La Villa #1,Eduard Gaviria,"Huila, Colombia",Papayo,Natural,Unknown,Pour-over (Flat-Bottom),15,225,1:15,Unknown,Unknown,Timemore Sculptor 078,9.00,Stewed Forest Berries; Grape; Black Forest Cake,Dense fruit profile with rounded sweetness.,Flat-bottom geometry and tight 1:15 ratio emphasized body; Papayo varietal's high sugar content amplified by natural processing into rich fruit-cake profile.,Lunch catch-up with Yichen,ChatGPT only
2026-04-18,Johor Bahru,Unknown,Hacienda La Florida,Unknown,Unknown,Typica Mejorado,Anaerobic Washed,Unknown,Origami (Conical),18,277,1:15.4,Unknown,42g / 30s (1:2.3),Mahlkönig EK Omnia,35.00,Lemon verbena; Red plum; Citronella; Hibiscus,"Excellent. Lime when hot, distinct plum as it cooled.",EK Omnia precision grind and Origami conical drove extreme clarity; thermal phase shift perfectly isolated citric-to-malic acid transition (lime → plum).,Unknown,Gemini only
2026-04-24,Singapore,Agora Coffee,Brazil Santuário Sul,Unknown,"Carmo de Minas, Brazil",Unknown,Natural Fermentation,Light-Medium,V60,16,224,1:14,95,Unknown,Mahlkönig EK43,Unknown,Blackcurrant; Black Cherry; Dark Chocolate,Full body; prominent blackcurrant; clear chocolaty finish.,Tight 1:14 ratio engineered maximum body; EK43 98mm burrs maintained clarity to keep fermented natural fruit clean and non-bitter.,Midday specialty calibration,Merged (Gemini + ChatGPT)
2026-05-06,Singapore,Nylon Coffee Roasters,Brazil FAF Organic,Unknown,Brazil,Arara,Natural,Filter Roast,xBloom (Flat-Bottom),Unknown,Unknown,1:17,Unknown,Unknown,Mahlkönig EK Omnia,7.50,Red Apple; Cherry; Raisin; Milk Chocolate,"Solid body with crisp green apple (malic) front, resolving into smooth milk chocolate finish.",High-quality Arara natural processing yielded excellent structural body while maintaining crisp malic acidity; xBloom flat-bottom avoided heavy fermentation mud.,Unknown,Gemini only
2026-05-06,Singapore,Nylon Coffee Roasters,Brazil Serra dos Ciganos,Unknown,Brazil,Catucai 24/137,Natural,Espresso Roast,Flat White,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Sultana; Dried Apricot; Praline; Roasted Hazelnut,Good cup with pleasant lingering sweet aftertaste.,"Milk fats bound perfectly with natural processed espresso; Catucai 24/137 high-density bean structure created long, comforting finish.",Unknown,Gemini only
2026-05-07,Singapore,Nylon Coffee Roasters,Ethiopia Banko Gotiti,Unknown,Ethiopia,Heirloom,Washed,Filter Roast,xBloom (Flat-Bottom),Unknown,Unknown,1:17,Unknown,Unknown,Mahlkönig EK Omnia,8.50,Lemonade; Raspberry; Peach; Bergamot,"Lemon front, heavy melon mid-cup, fading into clean white tea finish.",1:17 lean ratio isolated volatile citric acids; xBloom flat-bottom geometry stabilized mid-cup sugars before clean tannin-forward white tea finish.,Unknown,Gemini only
2026-05-07,Singapore,Nylon Coffee Roasters,Nicaragua Buena Vista,Unknown,Nicaragua,Parainema,Natural Anaerobic,Espresso Roast,Single Espresso,Unknown,Unknown,~1:2,Unknown,Unknown,Unknown,Unknown,Chiku; Stewed Cherry; Dried Apricot; Brazil Nut,"Thick, syrupy body. Highly fermented, savory/not sweet, very long lingering finish.",Anaerobic fermentation metabolized sugars into complex savory esters; 9-bar pressure emulsification drove heavy oil-based viscosity and extended aftertaste.,Unknown,Gemini only
2026-06-10,Singapore,Nylon Coffee Roasters,Colombia Juan Martin,Banexport,Colombia,Red Striped Bourbon,Washed,Filter Roast,xBloom (Flat-Bottom),Unknown,Unknown,1:17,Unknown,Unknown,Mahlkönig EK Omnia (98mm Flat Burr),7.5,"Berry, Red Plum, Nectarine, Orange Tea",Orange-type aromatic afterfeel when hot — bright and encapsulating. Clearly fruity character throughout. Mellows cleanly as it cools; sugars emerge distinctly at mid-cool phase. Nice and light overall — 1:17 lean ratio working well on this varietal.,"EK Omnia 98mm flat burrs + xBloom flat-bottom geometry maintained body integrity at 1:17 lean ratio. Retail bag on shelf dated 10 Jun 2026 but filter batch roast date unconfirmed — cup behaviour (clean sugar emergence, well-integrated stone fruit at cool phase) is consistent with a properly rested lot of 10–21 days post-roast. Red Striped Bourbon sucrose density confirmed by clean sweetness at cool phase.","Solo visit — office lunch break, 13:15",Direct observation + bag photo (retail stock)
2026-06-13,Singapore,Kurasu,Rwanda Nkara Soil Project Lot 1204,Nkara Soil Project,Rwanda,Red Bourbon,Fully Washed,Filter Roast,V60 Pour-over (Conical),Unknown,Unknown,Unknown,Unknown,Unknown,Mahlkönig EK43 (98mm Flat Burr),9.27,"Floral aroma, taste of mandarin orange, baked apple and grapefruit, brown sugar-like sweetness and accompanying aftertaste",Strong aftertaste with slight bitterness noted. Baked apple taste dominates and persists across all phases. Sugars emerge clearly on cooling — brown sugar sweetness confirmed at cool phase. Rated average. Rwanda Nkara terroir pushes more citrus-floral (mandarin/grapefruit) vs prior Rwanda entry at Twenty Grams (Entry #024) which was peach/stone fruit dominant.,EK43 98mm flat burrs paired with conical V60 geometry — key hardware distinction vs prior Kurasu Frinsa entry. V60 conical creates faster flow rate and higher bypass risk vs flat-bottom; the slight bitterness is consistent with conical geometry allowing fine particles to over-extract at the drain. Washed Red Bourbon at altitude delivers classic Rwandan citric-malic duality (mandarin + baked apple). Baked apple dominance = malic acid thermally stabilised — persists across full thermal arc unlike volatile citric top notes which fade. Brown sugar aftertaste is sucrose retention signature of Red Bourbon genetics.,Solo visit — 13 Jun 2026,Direct observation + bean card photo
2026-06-14,Singapore,Keryi Coffee,Colombia Finca La Esmaralda,Finca La Esmaralda,Colombia,Gesha,Honey,Light Roast,Hario Switch (Immersion/Percolation Hybrid),15,210,1:14,91 → 78,60g (~4:1),Ditting 98mm flat burr,15,"Citrus, white florals, lychee, sugar-cane sweetness","Smooth body throughout. Lychee & white florals lead in the hot phase — fragile linalool terpenes survived the tight 1:14 concentration. Citrus surfaces mid-cool as perceived sweetness rises; honey-derived sweetness rounds the cool-phase finish into progressive smoothness. Rated highly — a fine, relaxing Gesha. Clarity held; upper Gesha tier (cf. El Obraje washed favourite, Hiu Los Lajones honey Panama).","Ditting 98mm flat burrs deliver lab-grade narrow particle distribution with minimal fines — the key variable licensing an aggressive 1:14 ratio without astringency. Descending pour (91°C bloom/first pour → 78°C final) uses temperature as a brake on the extraction tail: high heat early extracts volatile terpenes, acids & sugars; the cool final pour reaches target volume while suppressing late-stage chlorogenic-acid bitterness. Hario Switch valve-closed immersion develops honey-process mucilage sweetness & body evenly before percolative drain adds finish definition — conical geometry runs against the flat-bottom affinity but suits this process.","Solo relaxation visit — Sunday 14 Jun 2026, 11 AM; barista-led brew interview (grinder/ratio/temp confirmed)",Direct observation + menu photo + barista interview
2026-06-19,Singapore,Equate,Colombia Huila La Pradera,La Pradera,"Colombia, Huila",Gesha,Washed,Unknown,Pour Over (Orea V4),15,210,1:14,"90-92 (pours 1-2), 68-70 (pours 3-4)",Unknown,EK43,13,Peach Jam / Orange / Honey Sweetness,Average - strong isolated peach note but jam/honey sweetness underdeveloped; suspects 1:15 ratio would have balanced acid/sweetness better,Flat-burr EK43 (98mm) paired with flat-bottom Orea V4 geometry and a descending 90-92C to 68-70C thermal pulse profile; the 1:14 ratio (tighter than Hari's 1:15-1:17 default) front-loaded malic acid extraction (strong peach) while leaving honey/sweetness underdeveloped due to reduced dilution and low back-half temperature.,"2nd-floor minimalist cafe; pastel interiors, spacious, dog-friendly; cakes-only food menu (banana cake); benchmark ambience per Hari.",Field audit (Claude)
2026-06-19,Singapore,Corner Corner,Malaysia My Liberica,"My Liberica (Jason Liew), Kulai, Johor","Malaysia, Kulai, Johor",Liberica (Coffea liberica),JH Natural (Jekyll & Hyde controlled fermentation - proprietary My Liberica process),Light,Pour Over (filter),13,190,1:14.6,90-92 (steady throughout),Unknown,"Timemore (conical Gold burr, coarse)",13,Root beer / Tropical fruit punch / Raspberry candy / Rambutan / Longan / Sarsi (roaster: One Half),Interesting and approachable - 'not so funky but different for sure'; picked out longan-type fruit. First non-arabica capture in the archive; landed as a positive novelty rather than rejected.,"First Liberica (Coffea liberica) and first Malaysia/Johor origin in archive; near-sea-level farm (26-30 MASL). Low 13g dose at ~1:14.6 ratio with steady 90-92C and a conical Timemore Gold burr deliberately tames Liberica's smoky-woody funk into a cleaner, longan-forward cup; the small dose + generous water dilutes intensity for legibility. NOTE: barista verbally cited ~1:16, but stated 13g:190g computes to 1:14.6.","Roaster: One Half (light-roast filter program). Corner Corner is a vinyl-record listening bar/cafe; walls of LPs, warm low lighting, Japanese-style carafe-and-cup serve. Friday 19 June 2026, ~15:15. Rated awesome by Hari.",Field audit (Claude)
2026-06-21,Singapore,Apartment (Jalan Riang),Colombia Javier Quintero,"Javier Quintero, Buena Vista Farm","Inza, Cauca, Colombia",Bourbon Aruzi,Washed,Light (Filter Roast),Pour-over (Hand Brew),13,220,1:16.9,95,Unknown,Mahlkönig EK43,9.5,White peach; blackberry; jasmine,"White peach dominant, well-balanced; clean washed expression, very enjoyable","High-temp (95C) and 1:16.9 ratio on EK43 flat burr favored extraction of volatile floral/peach esters (linalool, lactones) over heavier blackberry polyphenolics, producing a peach-forward, high-clarity cup. 200g bag roasted 15 June 2026 (6 days post-roast at time of visit).","Sister branch of Apartment (Selegie Rd), located Jalan Riang, Serangoon Gardens. First visit to this branch.",Field audit (Claude)
2026-06-25,Singapore,PPP Coffee (Funan),Ethiopia Suke Quto,Suke Quto Farm (Tesfaye Bekele),Ethiopia,Welicho & Kurume (blend),Fully-Washed,Light Filter Roast,V60 Pour-over (Conical),15,225,1:15,Unknown,Unknown,Mazzer MM (83mm Flat Burr),9.00,"Nectarine, White Florals, Citrus","Sharp unripe orange dominated all thermal phases — no floral lift, no mid-cool malic sweetness, no phase shift detected. Citric over-extraction signature suppressed linalool volatiles and sucrose emergence. Hardware execution miss — Guji terroir likely unrealised. Rated below average.","Mazzer MM 83mm flat burrs produce wider fines distribution than 98mm reference tier; fine particle accumulation at V60 conical drain drove chlorogenic-acid over-extraction, presenting as persistent sharp citrus and blunting the Welicho & Kurume floral/nectarine terroir expression across the full thermal arc. Second V60 conical over-extraction pattern in archive (cf. Entry #31, Kurasu Rwanda).",Solo visit — 25 Jun 2026; Funan mall location; bean card photographed; no barista consultation,Direct observation + bean card photo + menu photo
2026-06-27,Singapore,Apartment (Jalan Riang),China Yunnan Meng Hai,Blang and Dai Family Farms,"Menghai, Xishuangbanna, Yunnan, China",Purple Leaf Caturra,Double Washed,Light (Filter Roast),Pour-over (Hand Brew),13,215,1:16.5,95,4-pour progressive ~30s intervals; Bloom 30g; to 120g (+90g); to 180g (+60g); to 215g (+35g). Descending pour volumes confirmed by barista.,Mahlkönig EK43,9.50,Dried tangerine peel; red apple; pandan (origin card) / Dried orange peel; red apple; pandan (menu — discrepancy flagged),Bright vibrant opening (hot); crisp malic clarity; mellowed gracefully at cool with no dominant note; pandan as background aromatic binder; well-balanced; no bitterness; genuinely pleasant surprise for non-core-palate origin,Double Washed process + EK43 flat burr uniformity produced exceptional acid clarity across all thermal phases; constant 95C 4-pour progressive with descending pour volumes (30g bloom → +90g → +60g → +35g) front-loaded solubles extraction then completed gently without bed agitation; Purple Leaf Caturra anthocyanin complexity confirmed at cool phase.,"Second visit to Apartment (Jalan Riang); Saturday 27 Jun 2026, 10:45am. Menu note: dried orange peel (menu) vs dried tangerine peel (origin card) — origin card used as authoritative. First Chinese-origin entry in archive (entry #36).",Field audit (Claude)
2026-06-28,Singapore,Keryi Coffee,Ethiopia Urabeast G1,Unknown,"Uraga, Guji, Ethiopia",74110 / 74112,Mosto Fermentation,Filter Roast,Hario Switch (Immersion/Percolation Hybrid),15,210,1:14,88 → 70,Unknown,Ditting 98mm flat burr,13,Winey; Raspberry; Purple grapes,"First mosto fermentation entry in archive — process milestone. Bright raspberry and florals dominate hot phase; fruit esters volatile and immediate confirming correct low-entry-temp calibration at 88°C. Thermal transition mid-cool reveals progressive winey character as acetic compounds emerge post-ester dissipation. Purple grape ambiguous — raspberry clearly dominant throughout. Light-to-medium body with clean short finish consistent with 74110/74112 JARC varietal genetics. Fruity, controlled, process-honest expression. Rated excellent.",88°C descending to 70°C entry temp is deliberate suppression of acetic acid volatilisation — allows fruit esters to express cleanly before winey compounds dominate. Ditting 98mm flat burr uniformity protected raspberry ester clarity; 1:14 tight ratio on Hario Switch immersion built even body without over-extracting fermentation-derived acetic acids. 2-minute brew time limited lipid extraction keeping finish clean rather than syrupy. Mosto fermentation uses cherry pulp juice as fermentation medium — produces restrained winey complexity vs full natural while retaining dark fruit ester complexity.,"Solo visit — 28 Jun 2026, 10:30AM. Keryi return visit (Entry #31 ref: Colombia Finca La Esmaralda). First mosto fermentation process in archive.",Field audit (Claude) — direct barista confirmation
2026-06-28,Singapore,Asylum Coffeehouse,Yellow Sudan Rume,Felipe Arcila - Jardines Del Eden,"Pijiao, Quindío, Colombia",Sudan Rume (Yellow),Extended Fermentation Natural (EF2),Filter Roast,April Brewer (Flat-Bottom),15,240,1:16,90,110g (first pour) → 240g (second pour),Option-O Lagom P64,14,"Lemongrass, Vanilla, Red Fruits, Brown Sugar","Hot phase: red fruits dominant, bright and acidic, light-to-medium body. Mid-cool: lemongrass clarifies as geraniol emerges; vanilla appears as background aromatic. Cool: brown sugar sweetness confirmed, mellowed, clean lingering finish with pleasant mouthfeel. Overall excellent — bright, fruity, balanced, varietal-honest. First Yellow Sudan Rume natural-process entry in archive.","EF2 24-hour Grainpro aerobic fermentation at sub-22°C produced controlled ester development without acetic acid overproduction — cup reads bright and clean vs winey (contrast Entry #37 mosto). Red fruit dominance hot phase = ethyl butyrate/hexanoate fermentation esters. Lemongrass/geraniol mid-cool = Sudan Rume varietal-native genetic signature, not process-derived. Vanillin + brown sugar sucrose emerges sub-55°C at cool phase. April flat-bottom two-pour (110g + 130g) at 90°C maintained even bed saturation preserving delicate geraniol top notes. Three milestones: first Yellow Sudan Rume mutation in archive; first EF2 Extended Fermentation Natural process category; new producer Felipe Arcila / Jardines Del Eden.","Solo visit — 28 Jun 2026, 11:06AM. Second stop of dual-session day (Entry #37 Keryi Coffee mosto fermentation same morning). Receipt SGD 14.00 confirmed.",Field audit (Claude) — bean card + receipt + hardware photos
