Date,City,Cafe_Name,Coffee_Name,Producer_Farm,Origin,Varietal,Process,Roast_Level,Brew_Method,Dose_g,Yield_g,Ratio,Water_Temp_C,Bloom,Grinder,Price_SGD,Official_Notes,Your_Verdict,Technical_Enrichment,Visit_Context,Source
2026-03-22,Singapore,Apartment (Selegie Rd),Colombia Don Gallego - Wush Wush,Don Gallego,Colombia,Wush Wush,Washed,Light,Pour-over (Flat-Bottom),Unknown,Unknown,1:17,Unknown,Unknown,Unknown,Unknown,Tea-like,Incredible tea-like clarity; transparent floral expression.,Lean 1:17 ratio maximized aromatic separation; Wush Wush's Ethiopian-lineage genetics produced delicate phenolic and floral complexity.,Solo specialty calibration,Merged (Gemini + ChatGPT)
2026-03-24,Singapore,Kyuukei Coffee,Kenya Ndiaini AA,Unknown,Kenya,SL28 / SL34 / Ruiru 11,Washed,Unknown,Pour-over,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9,Redcurrant; Elderflower; Lemon; Apricot,Acidic and interesting; well balanced; high clarity.,Ruiru 11 introduced structural body alongside classic SL28/SL34 brightness; further Kenyan terroir depth confirmed.,Solo specialty calibration,Merged (Gemini + ChatGPT)
2026-03-25,Singapore,Agora Coffee,Nicaragua Matagalpa - Finca La Virgen,Finca La Virgen,Nicaragua,Unknown,Fully Washed,Espresso Roast,Flat White,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Caramel; Chocolate; Red Apple,Solid milk beverage; clean apple acidity preserved in milk integration.,Fully washed Central American profile preserved clean malic acidity in milk; espresso roast development amplified caramel Maillard notes.,Solo specialty calibration,Merged (Gemini + ChatGPT)
2026-03-27,Singapore,Agora Coffee,Ethiopia Yirgacheffe Beloya,Beloya,"Yirgacheffe, Ethiopia",Heirloom,Natural,Filter Roast,V60,15,220,1:14.6,Unknown,Unknown,Mahlkönig EK43,Unknown,Blackcurrant; Strawberry; White Floral,"Bright, floral, and distinct strawberry; classic natural Ethiopian profile.",EK43 98mm flat burrs reduced fines and preserved clarity despite natural processing; 1:14.6 ratio retained fruity body.,Solo specialty calibration,Merged (Gemini + ChatGPT)
2026-03-28,Singapore,Tiong Hoe Specialty Coffee,Brazil Mogiana,Unknown,"Mogiana, Brazil",Unknown,Natural,Medium,Pour-over,15,225,1:15,Unknown,Unknown,Unknown,8,Red Dates; Chocolates; Honey,Chocolate-heavy and satisfying; classic dense Brazilian profile.,Tighter 1:15 ratio increased body and amplified Maillard-derived caramel sweetness; medium roast caramelized sugars without losing origin character.,Solo specialty calibration,Merged (Gemini + ChatGPT)
2026-03-28,Singapore,Tiong Hoe Specialty Coffee,Smoky Quartz Blend,Unknown,Brazil + India,Unknown,Unknown,Unknown,Piccolo Latte,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,5.1,Dark Chocolates; Hazelnut; Smoky,Strong milk side calibration; excellent concentrated cocoa expression.,Low milk volume in piccolo format concentrated cocoa and hazelnut compounds; cross-origin blend leveraged Indian robusta structural density.,Solo specialty calibration,ChatGPT only
2026-03-29,Singapore,Asylum Coffeehouse,Peru Cajamarca Gesha (Iced),Wilder Garcia,"Cajamarca, Peru",Gesha,Washed,Medium,Iced Pour-over,15,240,1:16,92.5,Unknown,Option-O Lagom P64,11,Jasmine; Caramel; Lime; Cacao Nibs,Super floral and elegant; flash-chilled expression of Gesha purity.,Flash-chilled extraction via Option-O Lagom P64 preserved volatile floral monoterpenes (linalool); cold dilution stabilized aromatic compounds.,Solo specialty calibration,ChatGPT only
2026-04-01,Singapore,Maxi Coffee Bar,La Laja,James Fernandez,"Cauca, Colombia",Sudan Rume,Washed,Light,Pour-over (Flat-Bottom),15,230,1:15.3,90-92,Unknown,FM Grinder 120mm Flat Burr / Timemore Sculptor 078,9,Raspberry; Nectarine; Floral,Nectarine and raspberry extremely clear; barista sophistication superb; technical milestone.,120mm flat burr geometry maximized uniform particle distribution; flat-bottom brewer enhanced sweetness while preserving Sudan Rume's rare genetic clarity.,CBD lunch calibration,Merged (Gemini + ChatGPT)
2026-04-01,Singapore,Lume Café,Corpachi Panama Geisha,Corpachi,"Boquerón, Chiriquí, Panama",Geisha,Red Honey,Filter Roast,V60,Unknown,Unknown,1:15,90 + 70,Unknown,Mahlkönig EK43,12,Mandarin Candy; Jasmine; Apricot,Clearly perceived apricot and structured sweetness.,Dual-temperature extraction balanced aromatics and body in honey-process Geisha; red honey partial mucilage retention amplified structured sweetness.,Rainy CBD lunch calibration,ChatGPT only
2026-04-05,Singapore,Asylum Coffeehouse,Castillo Watermelon (Jairo Arcila),Jairo Arcila,"Armenia, Quindío, Colombia",Castillo,Washed Co-Ferment (Watermelon Anaerobic),Unknown,Pour-over (V60),15,225,1:15,90 + 70,Unknown,Mahlkönig EK43,12.5,Watermelon; Mint; Lime; Chocolate,Distinct fruit-forward expression; sweetness layered rather than sharp; experimental but controlled.,Watermelon co-fermentation enhanced volatile ester complexity; dual-temperature extraction preserved layered aromatic architecture.,Father-daughter coffee session,Merged (Gemini + ChatGPT)
2026-04-05,Singapore,Asylum Coffeehouse,Peru Gesha (Wilder Garcia),Wilder Garcia,"Jaén, Peru",Gesha,Washed,Filter Roast,Pour-over (V60),15,225,1:15,90 + 70,Unknown,Mahlkönig EK43,12.5,Jasmine; Caramel; Lime; Cacao Nibs,"Clean, structured, high-clarity cup; apricot-like sweetness and excellent structure.",Dual-temperature extraction engineered aromatic separation and body control; Gesha genetics delivered intrinsic phenolic complexity with minimal processing interference.,Father-daughter coffee session,Merged (Gemini + ChatGPT)
2026-04-08,Singapore,Maxi Coffee Bar,La Villa #1,Eduard Gaviria,"Huila, Colombia",Papayo,Natural,Unknown,Pour-over (Flat-Bottom),15,225,1:15,Unknown,Unknown,Timemore Sculptor 078,9,Stewed Forest Berries; Grape; Black Forest Cake,Dense fruit profile with rounded sweetness.,Flat-bottom geometry and tight 1:15 ratio emphasized body; Papayo varietal's high sugar content amplified by natural processing into rich fruit-cake profile.,Lunch catch-up with Yichen,ChatGPT only
2026-04-18,Johor Bahru,Clod Coffee Bar & Roasters,Hacienda La Florida,Unknown,Unknown,Typica Mejorado,Anaerobic Washed,Unknown,Origami (Conical),18,277,1:15.4,Unknown,42g / 30s (1:2.3),Mahlkönig EK Omnia,11.08,Lemon verbena; Red plum; Citronella; Hibiscus,"Excellent. Lime when hot, distinct plum as it cooled.",EK Omnia precision grind and Origami conical drove extreme clarity; thermal phase shift perfectly isolated citric-to-malic acid transition (lime → plum).,Unknown,Gemini only
2026-04-24,Singapore,Agora Coffee,Brazil Santuário Sul,Unknown,"Carmo de Minas, Brazil",Unknown,Natural Fermentation,Light-Medium,V60,16,224,1:14,95,Unknown,Mahlkönig EK43,Unknown,Blackcurrant; Black Cherry; Dark Chocolate,Full body; prominent blackcurrant; clear chocolaty finish.,Tight 1:14 ratio engineered maximum body; EK43 98mm burrs maintained clarity to keep fermented natural fruit clean and non-bitter.,Midday specialty calibration,Merged (Gemini + ChatGPT)
2026-05-06,Singapore,Nylon Coffee Roasters,Brazil FAF Organic,Unknown,Brazil,Arara,Natural,Filter Roast,xBloom (Flat-Bottom),Unknown,Unknown,1:17,Unknown,Unknown,Mahlkönig EK Omnia,7.5,Red Apple; Cherry; Raisin; Milk Chocolate,"Solid body with crisp green apple (malic) front, resolving into smooth milk chocolate finish.",High-quality Arara natural processing yielded excellent structural body while maintaining crisp malic acidity; xBloom flat-bottom avoided heavy fermentation mud.,Unknown,Gemini only
2026-05-06,Singapore,Nylon Coffee Roasters,Brazil Serra dos Ciganos,Unknown,Brazil,Catucai 24/137,Natural,Espresso Roast,Flat White,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Sultana; Dried Apricot; Praline; Roasted Hazelnut,Good cup with pleasant lingering sweet aftertaste.,"Milk fats bound perfectly with natural processed espresso; Catucai 24/137 high-density bean structure created long, comforting finish.",Unknown,Gemini only
2026-05-07,Singapore,Nylon Coffee Roasters,Ethiopia Banko Gotiti,Unknown,Ethiopia,Heirloom,Washed,Filter Roast,xBloom (Flat-Bottom),Unknown,Unknown,1:17,Unknown,Unknown,Mahlkönig EK Omnia,8.5,Lemonade; Raspberry; Peach; Bergamot,"Lemon front, heavy melon mid-cup, fading into clean white tea finish.",1:17 lean ratio isolated volatile citric acids; xBloom flat-bottom geometry stabilized mid-cup sugars before clean tannin-forward white tea finish.,Unknown,Gemini only
2026-05-07,Singapore,Nylon Coffee Roasters,Nicaragua Buena Vista,Unknown,Nicaragua,Parainema,Natural Anaerobic,Espresso Roast,Single Espresso,Unknown,Unknown,~1:2,Unknown,Unknown,Unknown,Unknown,Chiku; Stewed Cherry; Dried Apricot; Brazil Nut,"Thick, syrupy body. Highly fermented, savory/not sweet, very long lingering finish.",Anaerobic fermentation metabolized sugars into complex savory esters; 9-bar pressure emulsification drove heavy oil-based viscosity and extended aftertaste.,Unknown,Gemini only
2026-05-08,Singapore,Alchemist (Ocean Financial Centre),El Morito,Unknown,Colombia,Marshell,Washed,Filter Roast,V60 Pour-over (Conical),15,240,1:16,Unknown,Unknown,Mahlkönig EK43S (98mm Flat Burr),Unknown,Yellow Plum; Orange; Cane Sugar,Simultaneous citric-malic acid overlap with integrated cane sugar — smooth and refreshing with excellent mid-palate juiciness. Confirmed: I love this bean.,EK43S 98mm flat burrs + V60 conical at 1:16 delivered perfect dual-acid integration (citric orange + malic plum) without single-note dominance. Sucrose extraction at 1:16 bridged acid structure into clean cane sugar finish. Marshell is an extremely rare Colombian varietal — natural mutation prized for simultaneous citric-malic acid duality.,Solo visit — Alchemist Raffles Place,Master CSV (hari_coffee_audit_master_2026)
2026-05-12,Singapore,Kurasu,Indonesia Frinsa Estate,Frinsa Estate,"West Java, Indonesia",Local Varietals,Extended Fermentation Honey,Light,Pour-over (Hario Alpha — Flat-Bottom),15,225,1:16,80 → 95 → 80,Unknown,Mahlkönig EK43S (98mm Flat Burr),9.5,Floral aroma; Stewed Strawberries; Grapefruit; Brown Sugar; Black Tea,Floral taste with a sweet coating on the tongue that gradually sticks and fades off cleanly — sugar and tea aftertaste. Well-executed Indonesian honey with unusual clarity for the origin.,"Multi-temperature pour (80→95→80°C) with Hario Alpha flat-bottom perfectly managed heavy honey-process mucilage sugars — clear floral extraction at lower temps, dissolving jammy mucilage at peak heat, finishing cleanly. Extended fermentation honey adds structured sweetness without heavy ferment-funk. First Indonesian-mainland entry in archive (distinct from Bali entries).",Solo visit — Kurasu Singapore,Master CSV (hari_coffee_audit_master_2026)
2026-05-13,Singapore,The Community Coffee (Hamilton),Jose Mancia Honduras,Jose Mancia,Honduras,Typica,Natural,Filter Roast,Pour-over (Hario Switch — Immersion/Percolation),15,255,1:17,Unknown,Unknown,Mahlkönig EK43 (98mm Flat Burr),9,Kiwi; Oolong Tea; Chocolate Truffle,Pretty good. Kiwi and oolong tea style — full bodied. Short finish with slight hints of chocolate. Clean and approachable natural without heavy fermentation noise.,Typica inherent lipid clarity + raised-bed drying produced clean tea-structure body. EK43 98mm flat burrs + Hario Switch immersion phase stabilised full mouthfeel at lean 1:17. Short finish consistent with 15-days-off-roast volatile taper — kiwi and oolong top notes fade rapidly. Honduras Typica at altitude expresses tea-like clarity atypical of natural-process expectations.,Solo visit — The Community Coffee Hamilton,Master CSV (hari_coffee_audit_master_2026)
2026-05-15,Singapore,Alchemist (Ocean Financial Centre),Ijen Laurina,Ijen Plateau,"East Java, Indonesia",Hybrid Laurina,Anaerobic Natural,Light,V60 Pour-over (Conical),15,240,1:16,90,Unknown,Mahlkönig EK43S (98mm Flat Burr),8.5,Hibiscus; Red Apple; Hawthorn,Felt hibiscus hot. Mid temp showed apple paste. Cooled to a honeyed character. Full bodied. Textbook style flavours — definitely a good one. Clean progressive thermal arc.,90°C brew temp suppressed lactic ester over-extraction while preserving volatile anthocyanin hibiscus esters. Laurina low-caffeine mutation allows intrinsic sucrose to express as clean honeyed finish without alkaloid bitterness. Anaerobic Natural transformed malic acid into jammy apple paste mid-phase. First Hybrid Laurina varietal in archive — new genetic category unlocked. Hibiscus = anthocyanin; Apple paste = malic lactone; Honey = sucrose at sub-50°C.,Solo visit — Alchemist Ocean Financial Centre,Master CSV (hari_coffee_audit_master_2026)
2026-05-16,Singapore,Fluid Collective,El Obraje,El Obraje,"Huila, Colombia",Gesha,Washed,Light,Flatbed Dripper (Flat-Bottom),15,230,1:15.3,92,Unknown,Option-O Lagom P64 (64mm Flat Burr),14,Mango; Orange Blossom; Nectarine; Honey,Damn the taste so nice — the orange nectarine finishing with that honey is terrific. Love this one. So far my favourite. Honey sweetness lingers and taste changes as temperature cools. Best Gesha washed in archive at time of logging.,"Lagom P64 64mm flat burrs deliver near-unimodal particle distribution — same hardware platform as Asylum Coffeehouse entries, enabling pure terroir delta comparison between Colombia Gesha (El Obraje, Huila) and Peru Gesha (Wilder Garcia, Jaén). 92°C at 1:15.3 maximised linalool floral ester retention while stabilising malic acid mango-nectarine backbone. Flat-bottom eliminated bypass and ensured even bed saturation — critical for preserving fragile Gesha aromatics. Honey finish = sucrose preserved at washed-process mucilage removal stage.",Solo visit — FLUID Singapore,Master CSV (hari_coffee_audit_master_2026)
2026-05-19,Singapore,Pocket by Flip (Flip Coffee Roasters),Ecuador La Papaya,La Papaya Farm,"Loja, Ecuador",Geisha,Washed,Light,Filter Hot — Flat-Bottom (Hario Alpha),15,225,1:15,92 → 75 → 92,Unknown,Mahlkönig CORE (54mm Flat Burr),18,Fresh Apricot; Rooibos; Lemon Thyme; Toffee Apple,"Opening: tartaric apricot + rooibos aspalathin. Mid: thymol terpene coat — lipid-binding, persistent to midway. Cooling: malic apple shift + caramelised sucrose. Clean transparent fade. No linalool/jasmine — terpene-forward character distinct from Peru Geisha entries. Highest-altitude Geisha in archive at 2,100 MASL.","Triple-temp cascade (92→75→92°C) on CORE 54mm flat burr + Hario Alpha flat-bottom preserved heat-sensitive thymol terpenes from 2,100 MASL Loja terroir. 75°C mid-pour is the critical terpene-stabilisation variable — thymol is lipid-binding and volatile above 80°C, so mid-temp pour is the architecture delivering the persistent midpalate coat. Ecuador Geisha = terpene-forward (Thymol/Aspalathin) clearly differentiated from linalool-forward Peru Geisha (Jasmine/Citric). First Ecuador-origin entry in archive.","Solo visit — Pocket by Flip, 30 Stevens Road",Master CSV (hari_coffee_audit_master_2026)
2026-05-25,Singapore,20 Grams Coffee Roastery,Rwanda Nyabihu — Red Bourbon,"Josue Dusengiyumva, Shyira Washing Station","Nyabihu District, Rwanda",Red Bourbon,Washed,Light (Nordic Roast),Pourover,17,270,1:16,Unknown,Unknown,Ditting 804 (Flat Burr),10,Hibiscus; Raspberry; Tropical Fruit,"Palate confirmed: peach, stone fruit, malic clarity. ""Soft, peach-forward, malic clarity — light and approachable. First Rwanda origin entry. Terroir-pure expression of Nyabihu volcanic terroir."" 4/5 stars.","1:16 lean ratio (vs 1:15 standard) suppresses body/TDS to amplify volatile aromatics — deliberate strategy to showcase Rwandan terroir delicacy. Malic-acid-dominant, smooth rounded onset consistent with washed Red Bourbon genetics.","Twenty Grams Roastery, MacPherson — first Rwanda origin entry",Field entry (infographic-derived)
2026-05-25,Singapore,20 Grams Coffee Roastery,Kenya Nyeri Hill — SL28,Nyeri Hill Factory,"Kiambu District, Kenya",SL28,Washed,Unknown,Cortado (Espresso-based),Unknown,Unknown,~1:1 (espresso/milk),Unknown,N/A — espresso format,Ditting Lab Sweet 403,9,Apple; Grape; Blackcurrant,"Palate confirmed: clean, nice, excellent lingering finish. ""Clean, structured, with an exceptional lingering phosphoric finish — textbook SL28 Kenyan expression perfectly delivered in cortado format."" 4/5 stars.",9-bar extraction emulsifies coffee lipids into the crema matrix; ~1:1 milk ratio softens entry while SL28's signature phosphoric acid structure dominates the finish — classic Kenyan cortado profile.,"Twenty Grams Roastery, MacPherson — same visit as Rwanda pourover",Field entry (infographic-derived)
2026-05-26,Singapore,Zerah Roasters,El Diviso — Caturra Chiroso (Ester Bomb),El Diviso Farm,"Huila, Colombia",Caturra Chiroso,Yeast Anaerobic Natural,Filter Roast,Flat-Bottom Dripper,15,240,1:16,92,38g / Unknown seconds,DF64 Gen 2 (64mm Flat Burr — aftermarket upgrade),12,Passionfruit; Plum Wine; Mango,"Goddamn the smell is intense. Flavor burst — acid or strong flavor, super punchy. Passionfruit with enhanced fruit, funky. Plums. After cooling — sugars came out. Interesting. Strong flavor gone. Overall: funky, fermentation-driven. Processing-dominant cup. Three completely different cups in one — ester detonation hot, funk phase mid, mango sweetness cool.","Yeast strains WLPU07 + LALVIN 71B at 96hr fermentation, pH 3.72, 100% anaerobic sealed tank (1.2 bar, 23.4°C) produced extreme ester complexity: γ-decalactone (passionfruit lactone) dominant hot, tartaric esters + acetic acid (plum wine/funk) mid, fructose ester chains (mango sweetness) cold. 1:16 lean ratio was critical safety valve — prevented cloying ester overload and enabled three-phase thermal tracking. Flat-bottom geometry amplified body and even bed saturation. DF64 Gen 2 with aftermarket 64mm flat burrs: first DF64 platform entry in archive. Caturra Chiroso = elongated cell structure, Geisha-adjacent clarity potential overridden by fermentation intensity. Yeast Anaerobic Natural distinct process category from Wild Anaerobic.","Solo visit — Zerah Roasters, Singapore, 26 May 2026. Barista explained fermentation process, flat-bottom geometry rationale, 1:16 ratio decision in detail. Warm educational session on 2nd floor cosy space. Barista recommended Glyph Supply Co (Jurong).",Infographic (Entry #025 Ester Bomb) + Google Maps review + Google review authored by Hari
2026-06-10,Singapore,Nylon Coffee Roasters,Colombia Juan Martin,Banexport,Colombia,Red Striped Bourbon,Washed,Filter Roast,xBloom (Flat-Bottom),Unknown,Unknown,1:17,Unknown,Unknown,Mahlkönig EK Omnia (98mm Flat Burr),7.5,"Berry, Red Plum, Nectarine, Orange Tea",Orange-type aromatic afterfeel when hot — bright and encapsulating. Clearly fruity character throughout. Mellows cleanly as it cools; sugars emerge distinctly at mid-cool phase. Nice and light overall — 1:17 lean ratio working well on this varietal.,"EK Omnia 98mm flat burrs + xBloom flat-bottom geometry maintained body integrity at 1:17 lean ratio. Retail bag on shelf dated 10 Jun 2026 but filter batch roast date unconfirmed — cup behaviour (clean sugar emergence, well-integrated stone fruit at cool phase) is consistent with a properly rested lot of 10–21 days post-roast. Red Striped Bourbon sucrose density confirmed by clean sweetness at cool phase.","Solo visit — office lunch break, 13:15",Direct observation + bag photo (retail stock)
2026-06-13,Singapore,Kurasu,Rwanda Nkara Soil Project Lot 1204,Nkara Soil Project,Rwanda,Red Bourbon,Fully Washed,Filter Roast,V60 Pour-over (Conical),Unknown,Unknown,Unknown,Unknown,Unknown,Mahlkönig EK43 (98mm Flat Burr),9.27,"Floral aroma, taste of mandarin orange, baked apple and grapefruit, brown sugar-like sweetness and accompanying aftertaste",Strong aftertaste with slight bitterness noted. Baked apple taste dominates and persists across all phases. Sugars emerge clearly on cooling — brown sugar sweetness confirmed at cool phase. Rated average. Rwanda Nkara terroir pushes more citrus-floral (mandarin/grapefruit) vs prior Rwanda entry at Twenty Grams (Entry #024) which was peach/stone fruit dominant.,EK43 98mm flat burrs paired with conical V60 geometry — key hardware distinction vs prior Kurasu Frinsa entry. V60 conical creates faster flow rate and higher bypass risk vs flat-bottom; the slight bitterness is consistent with conical geometry allowing fine particles to over-extract at the drain. Washed Red Bourbon at altitude delivers classic Rwandan citric-malic duality (mandarin + baked apple). Baked apple dominance = malic acid thermally stabilised — persists across full thermal arc unlike volatile citric top notes which fade. Brown sugar aftertaste is sucrose retention signature of Red Bourbon genetics.,Solo visit — 13 Jun 2026,Direct observation + bean card photo
2026-06-14,Singapore,KerYi Coffee,Colombia Finca La Esmaralda,Finca La Esmaralda,Colombia,Gesha,Honey,Light Roast,Hario Switch (Immersion/Percolation Hybrid),15,210,1:14,91 → 78,60g (~4:1),Ditting 98mm flat burr,15,"Citrus, white florals, lychee, sugar-cane sweetness","Smooth body throughout. Lychee & white florals lead in the hot phase — fragile linalool terpenes survived the tight 1:14 concentration. Citrus surfaces mid-cool as perceived sweetness rises; honey-derived sweetness rounds the cool-phase finish into progressive smoothness. Rated highly — a fine, relaxing Gesha. Clarity held; upper Gesha tier (cf. El Obraje washed favourite, Hiu Los Lajones honey Panama).","Ditting 98mm flat burrs deliver lab-grade narrow particle distribution with minimal fines — the key variable licensing an aggressive 1:14 ratio without astringency. Descending pour (91°C bloom/first pour → 78°C final) uses temperature as a brake on the extraction tail: high heat early extracts volatile terpenes, acids & sugars; the cool final pour reaches target volume while suppressing late-stage chlorogenic-acid bitterness. Hario Switch valve-closed immersion develops honey-process mucilage sweetness & body evenly before percolative drain adds finish definition — conical geometry runs against the flat-bottom affinity but suits this process.","Solo relaxation visit — Sunday 14 Jun 2026, 11 AM; barista-led brew interview (grinder/ratio/temp confirmed)",Direct observation + menu photo + barista interview
2026-06-19,Singapore,Corner Corner,Malaysia My Liberica,"My Liberica (Jason Liew), Kulai, Johor","Malaysia, Kulai, Johor",Liberica (Coffea liberica),JH Natural (Jekyll & Hyde controlled fermentation - proprietary My Liberica process),Light,Pour Over (filter),13,190,1:14.6,90-92 (steady throughout),Unknown,"Timemore (conical Gold burr, coarse)",13,Root beer / Tropical fruit punch / Raspberry candy / Rambutan / Longan / Sarsi (roaster: One Half),Interesting and approachable - 'not so funky but different for sure'; picked out longan-type fruit. First non-arabica capture in the archive; landed as a positive novelty rather than rejected.,"First Liberica (Coffea liberica) and first Malaysia/Johor origin in archive; near-sea-level farm (26-30 MASL). Low 13g dose at ~1:14.6 ratio with steady 90-92C and a conical Timemore Gold burr deliberately tames Liberica's smoky-woody funk into a cleaner, longan-forward cup; the small dose + generous water dilutes intensity for legibility. NOTE: barista verbally cited ~1:16, but stated 13g:190g computes to 1:14.6.","Roaster: One Half (light-roast filter program). Corner Corner is a vinyl-record listening bar/cafe; walls of LPs, warm low lighting, Japanese-style carafe-and-cup serve. Friday 19 June 2026, ~15:15. Rated awesome by Hari.",Field audit (Claude)
2026-06-19,Singapore,Equate Coffee,Colombia Huila La Pradera,La Pradera,"Colombia, Huila",Gesha,Washed,Unknown,Pour Over (Orea V4),15,210,1:14,"90-92 (pours 1-2), 68-70 (pours 3-4)",Unknown,EK43,13,Peach Jam / Orange / Honey Sweetness,Average - strong isolated peach note but jam/honey sweetness underdeveloped; suspects 1:15 ratio would have balanced acid/sweetness better,Flat-burr EK43 (98mm) paired with flat-bottom Orea V4 geometry and a descending 90-92C to 68-70C thermal pulse profile; the 1:14 ratio (tighter than Hari's 1:15-1:17 default) front-loaded malic acid extraction (strong peach) while leaving honey/sweetness underdeveloped due to reduced dilution and low back-half temperature.,"2nd-floor minimalist cafe; pastel interiors, spacious, dog-friendly; cakes-only food menu (banana cake); benchmark ambience per Hari.",Field audit (Claude)
